 Descriptor,Time,Date,Day of Week,Police Report,Lighting Conditions,Municipality,Collision Type Descriptor,County Name,Road Descriptor,Weather Conditions,Traffic Control Device,Road Surface Conditions,Pedestrian Bicyclist Action,Event Descriptor,Number of Vehicles Involved 
 Accident,14:20,11/18/2014,Tuesday,Y,Daylight,NEW HAVEN,OTHER,OSWEGO,Curve and Grade,Cloudy,No Passing Zone,Snow/Ice,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
 Damage Accident,6:45,02/01/2014,Saturday,Y,Dawn,CHESTER,OTHER,ORANGE,Straight and Level,Clear,None,Dry,Not Applicable,"Guide Rail - End, Collision With Fixed Object",1
 Accident,18:30,04/22/2014,Tuesday,Y,Daylight,RICHMOND,OTHER,RICHMOND,Straight and Level,Unknown,Traffic Signal,Unknown,"Crossing, With Signal","Bicyclist, Collision With",1
 Damage Accident,12:15,03/02/2014,Sunday,Y,Daylight,ATHENS,OTHER,GREENE,Straight and Grade,Cloudy,None,Dry,Not Applicable,Deer,1
 Damage Accident,11:12,08/09/2014,Saturday,Y,Daylight,SAUGERTIES,LEFT TURN (3),ULSTER,Curve and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,1:35,05/31/2014,Saturday,Y,Dark-Road Unlighted,CANISTEO,OTHER,STEUBEN,Straight and Level,Clear,No Passing Zone,Dry,Not Applicable,Deer,1
 Damage Accident,11:54,03/28/2014,Friday,Y,Daylight,ISLIP,REAR END,SUFFOLK,Straight and Grade,Cloudy,Yield Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,18:37,03/19/2014,Wednesday,Y,Dusk,MONROE,REAR END,ORANGE,Straight and Grade,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,19:25,12/17/2014,Wednesday,Y,Dark-Road Lighted,SARATOGA SPRINGS,OVERTAKING,SARATOGA,Straight and Level,Rain,Traffic Signal,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,7:39,01/09/2014,Thursday,Y,Daylight,SPRINGVILLE,OTHER,ERIE,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage Accident,13:11,09/07/2014,Sunday,Y,Daylight,ELMSFORD,OVERTAKING,WESTCHESTER,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,8:00,05/17/2014,Saturday,Y,Daylight,SPAFFORD,OTHER,ONONDAGA,Straight and Level,Clear,None,Dry,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
 Damage Accident,5:30,11/28/2014,Friday,Y,Dark-Road Unlighted,COVERT,OTHER,SENECA,Curve and Grade,Cloudy,None,Snow/Ice,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
 Damage & Injury Accident,18:35,09/02/2014,Tuesday,Y,Daylight,GARDEN CITY,LEFT TURN (3),NASSAU,Straight and Level,Cloudy,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,21:00,02/09/2014,Sunday,N,Dark-Road Unlighted,LIVINGSTON,OTHER,COLUMBIA,Straight and Level,Snow,Unknown,Snow/Ice,Not Applicable,Deer,1
 Damage & Injury Accident,9:44,07/31/2014,Thursday,Y,Daylight,ISLIP,OTHER,SUFFOLK,Straight and Level,Clear,None,Dry,Not Applicable,"Tree, Collision With Fixed Object",1
 Damage Accident,17:18,01/21/2014,Tuesday,Y,Dark-Road Unlighted,NORTH NORWICH,OTHER,CHENANGO,Straight and Level,Cloudy,No Passing Zone,Dry,Not Applicable,Deer,1
 Damage Accident,19:03,06/26/2014,Thursday,Y,Daylight,NORTHPORT,OVERTAKING,SUFFOLK,Straight and Grade,Clear,Unknown,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,14:45,09/26/2014,Friday,Y,Daylight,QUEENS,REAR END,QUEENS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,22:05,08/08/2014,Friday,Y,Dark-Road Unlighted,RYE BROOKE,REAR END,WESTCHESTER,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,8:56,05/08/2014,Thursday,Y,Daylight,BUTLER,OTHER,WAYNE,Straight and Grade,Clear,None,Dry,Not Applicable,Deer,1
 Damage & Injury Accident,9:45,04/14/2014,Monday,Y,Daylight,VESTAL,REAR END,BROOME,Straight and Level,Cloudy,No Passing Zone,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,18:33,01/09/2014,Thursday,Y,Dark-Road Unlighted,NORTH HILLS,REAR END,NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,18:59,09/28/2014,Sunday,Y,Dark-Road Unlighted,ROOT,OTHER,MONTGOMERY,Straight and Level,Clear,None,Dry,Not Applicable,"Guide Rail - End, Collision With Fixed Object",1
 Damage Accident,16:30,03/26/2014,Wednesday,Y,Daylight,LA GRANGE,OTHER,DUTCHESS,Straight and Grade,Clear,No Passing Zone,Dry,Not Applicable,Deer,1
 Accident,20:15,07/11/2014,Friday,Y,Dusk,BRONX,REAR END,BRONX,Curve and Grade,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,20:08,03/30/2014,Sunday,Y,Dark-Road Unlighted,UTICA,OTHER,ONEIDA,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
 Damage Accident,12:45,04/08/2014,Tuesday,Y,Daylight,QUEENS,OVERTAKING,QUEENS,Curve and Grade,Clear,Construction Work Area,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,11:59,05/19/2014,Monday,Y,Daylight,SCHENECTADY,REAR END,SCHENECTADY,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,15:15,05/16/2014,Friday,Y,Daylight,SOUTHEAST,REAR END,PUTNAM,Straight and Grade,Rain,No Passing Zone,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,13:49,12/10/2014,Wednesday,Y,Daylight,KINGS,OTHER,KINGS,Straight and Level,Cloudy,Traffic Signal,Wet,"Crossing, With Signal","Pedestrian, Collision With",1
 Damage Accident,8:17,09/27/2014,Saturday,Y,Daylight,ROME,OTHER,ONEIDA,Straight and Level,Fog/Smog/Smoke,None,Dry,Not Applicable,"Fence, Collision With Fixed Object",1
 Damage Accident,13:14,08/10/2014,Sunday,Y,Daylight,MASSENA,REAR END,ST. LAWRENCE,Curve and Grade,Clear,Yield Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,7:39,03/15/2014,Saturday,Y,Daylight,WAWARSING,OTHER,ULSTER,Straight and Level,Clear,No Passing Zone,Dry,Not Applicable,Deer,1
 Damage Accident,16:03,09/13/2014,Saturday,Y,Daylight,SOUTHAMPTON,OVERTAKING,SUFFOLK,Straight and Level,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,10:19,04/29/2014,Tuesday,Y,Daylight,GREENBURGH,OTHER,WESTCHESTER,Straight and Level,Cloudy,None,Dry,Not Applicable,"Fence, Collision With Fixed Object",3
 Damage Accident,16:00,08/26/2014,Tuesday,N,Unknown,SYRACUSE,OVERTAKING,ONONDAGA,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:40,05/27/2014,Tuesday,Y,Daylight,,RIGHT ANGLE,ORANGE,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,1:00,04/11/2014,Friday,N,Unknown,KINGS,OTHER,KINGS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",4
 Damage Accident,15:00,05/03/2014,Saturday,N,Daylight,FLOWER HILL,OTHER,NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Building/Wall, Collision With Fixed Object",1
 Damage Accident,10:30,12/07/2014,Sunday,N,Daylight,CHEEKTOWAGA,OTHER,ERIE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Object (Not Fixed)*, Collision With",2
 Damage Accident,15:10,09/12/2014,Friday,Y,Daylight,LEWISBORO,RIGHT ANGLE,WESTCHESTER,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,20:30,11/18/2014,Tuesday,Y,Dark-Road Lighted,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,None,Dry,Unknown,"Bicyclist, Collision With",1
 Damage Accident,16:55,08/04/2014,Monday,N,Daylight,POUGHKEEPSIE,REAR END,DUTCHESS,Curve and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,8:14,02/24/2014,Monday,Y,Daylight,QUEENS,REAR END,QUEENS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,0:00,01/18/2014,Saturday,N,Dawn,RICHMOND,Unknown,RICHMOND,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,13:28,08/24/2014,Sunday,Y,Daylight,HUNTINGTON,LEFT TURN (3),SUFFOLK,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,8:26,03/04/2014,Tuesday,N,Daylight,KINGS,OVERTAKING,KINGS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:03,07/31/2014,Thursday,Y,Daylight,ALBANY,RIGHT ANGLE,ALBANY,Straight and Level,Rain,Traffic Signal,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,16:45,08/07/2014,Thursday,Y,Daylight,,REAR END,ORANGE,Straight and Grade,Clear,No Passing Zone,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,13:40,08/02/2014,Saturday,Y,Daylight,HUNTINGTON,OTHER,SUFFOLK,Straight and Level,Cloudy,None,Dry,Not Applicable,"Light Support/Utility Pole, Collision With Fixed Object",1
 Damage Accident,8:33,03/13/2014,Thursday,Y,Daylight,LLOYD,OTHER,ULSTER,Curve and Grade,Clear,No Passing Zone,Snow/Ice,Not Applicable,"Other Fixed Object*, Collision With Fixed Object",1
 Damage & Injury Accident,13:20,02/09/2014,Sunday,Y,Daylight,CLINTON,LEFT TURN (3),DUTCHESS,Straight and Grade,Cloudy,No Passing Zone,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,2:43,04/12/2014,Saturday,Y,Dark-Road Lighted,RYE,OVERTAKING,WESTCHESTER,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,16:00,06/13/2014,Friday,N,Daylight,AMHERST,Unknown,ERIE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,10:08,11/19/2014,Wednesday,Y,Daylight,QUEENS,OTHER,QUEENS,Straight at Hill Crest,Clear,None,Dry,Not Applicable,"Other Object (Not Fixed)*, Collision With",1
 Damage Accident,14:03,04/24/2014,Thursday,Y,Daylight,ALABAMA,OTHER,GENESEE,Straight and Level,Clear,None,Dry,Not Applicable,"Building/Wall, Collision With Fixed Object",1
 Accident,16:00,09/04/2014,Thursday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,Traffic Signal,Dry,"Crossing, With Signal","Bicyclist, Collision With",1
 Damage Accident,17:09,07/10/2014,Thursday,Y,Daylight,BRIGHTON,REAR END,MONROE,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,21:26,09/22/2014,Monday,Y,Dark-Road Lighted,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,Traffic Signal,Dry,"Crossing, With Signal","Pedestrian, Collision With",1
 Damage & Injury Accident,19:30,01/08/2014,Wednesday,Y,Dark-Road Lighted,HEMPSTEAD,OTHER,NASSAU,Straight and Grade,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",3
 Damage & Injury Accident,10:26,08/13/2014,Wednesday,Y,Daylight,RHINEBECK,OTHER,DUTCHESS,Curve and Grade,Rain,No Passing Zone,Wet,Not Applicable,"Earth Embankment/Rock Cut/Ditch, Collision With Fixed Object",1
 Damage Accident,0:00,01/10/2014,Friday,N,Daylight,ISLIP,Unknown,SUFFOLK,Straight and Level,Sleet/Hail/Freezing Rain,Unknown,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,10:45,05/24/2014,Saturday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,Traffic Signal,Dry,"Crossing, Against Signal","Bicyclist, Collision With",1
 Damage Accident,20:13,10/28/2014,Tuesday,Y,Dark-Road Unlighted,HANNIBAL,OTHER,OSWEGO,Straight and Level,Cloudy,None,Dry,Not Applicable,Deer,1
 Accident,21:15,01/18/2014,Saturday,Y,Dark-Road Lighted,NEW YORK,OTHER,NEW YORK,Straight at Hill Crest,Clear,None,Dry,Not in Roadway (Indicate),"Bicyclist, Collision With",1
 Damage & Injury Accident,1:00,08/17/2014,Sunday,Y,Dark-Road Lighted,ALDEN,REAR END,ERIE,Straight and Level,Cloudy,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:12,01/10/2014,Friday,Y,Daylight,RAMAPO,OTHER,ROCKLAND,Curve and Grade,Cloudy,Stopped School Bus-Red Lights Flashing,Snow/Ice,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,14:50,05/07/2014,Wednesday,Y,Daylight,KINGS,REAR END,KINGS,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,21:05,05/28/2014,Wednesday,N,Daylight,KINGS,OVERTAKING,KINGS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,19:45,08/14/2014,Thursday,Y,Daylight,OYSTER BAY,REAR END,NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,20:22,10/21/2014,Tuesday,Y,Dark-Road Lighted,BRONX,OTHER,BRONX,Straight and Grade,Clear,None,Dry,Emerging from in Front of/Behind Parked Vehicle,"Pedestrian, Collision With",1
 Damage Accident,12:05,10/14/2014,Tuesday,Y,Daylight,ROCHESTER,RIGHT TURN (5),MONROE,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,15:13,01/02/2014,Thursday,Y,Daylight,CHURCHVILLE,OTHER,MONROE,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Sign Post, Collision With Fixed Object",1
 Damage Accident,20:06,09/05/2014,Friday,Y,Dark-Road Unlighted,AMBOY,OTHER,OSWEGO,Curve and Level,Clear,None,Dry,Not Applicable,"Tree, Collision With Fixed Object",1
 Damage Accident,12:27,09/24/2014,Wednesday,Y,Daylight,WAPPINGER,REAR END,DUTCHESS,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,17:30,08/03/2014,Sunday,Y,Daylight,KINGS,OVERTAKING,KINGS,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,18:41,11/23/2014,Sunday,N,Dark-Road Lighted,HENRIETTA,Unknown,MONROE,Straight and Level,Clear,Unknown,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,10:35,07/22/2014,Tuesday,Y,Daylight,COLONIE,OTHER,ALBANY,Straight and Level,Clear,None,Dry,Not Applicable,"Fire Hydrant, Collision With Fixed Object",1
 Damage Accident,0:00,05/07/2014,Wednesday,N,Unknown,NEW YORK,Unknown,NEW YORK,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,23:55,08/28/2014,Thursday,Y,Dark-Road Unlighted,VERONA,OTHER,ONEIDA,Straight and Level,Cloudy,None,Dry,Not Applicable,"Fire/Explosion, Non-Collision",1
 Damage Accident,16:40,05/05/2014,Monday,Y,Daylight,CLARKSTOWN,REAR END,ROCKLAND,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:00,05/03/2014,Saturday,Y,Daylight,KINGS,REAR END,KINGS,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,19:13,02/28/2014,Friday,Y,Dark-Road Unlighted,MOREAU,RIGHT ANGLE,SARATOGA,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,2:10,06/22/2014,Sunday,Y,Dark-Road Lighted,BABYLON,SIDESWIPE,SUFFOLK,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,18:27,04/08/2014,Tuesday,Y,Daylight,OYSTER BAY,REAR END,NASSAU,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:30,07/29/2014,Tuesday,Y,Daylight,UTICA,RIGHT ANGLE,ONEIDA,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,8:30,09/29/2014,Monday,N,Unknown,QUEENS,REAR END,QUEENS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,17:43,11/13/2014,Thursday,Y,Dark-Road Unlighted,BUSTI,OTHER,CHAUTAUQUA,Straight and Level,Snow,None,Snow/Ice,Not Applicable,"Ran Off Roadway Only, Non-Collision",1
 Damage Accident,21:12,08/21/2014,Thursday,Y,Dark-Road Unlighted,ISLIP,SIDESWIPE,SUFFOLK,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,21:35,06/05/2014,Thursday,Y,Dark-Road Unlighted,HAMPTONBURGH,OTHER,ORANGE,Straight and Level,Clear,None,Dry,Not Applicable,Deer,1
 Accident,22:15,12/15/2014,Monday,Y,Dark-Road Lighted,KINGS,REAR END,KINGS,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,7:55,03/20/2014,Thursday,N,Daylight,PATCHOGUE,RIGHT ANGLE,SUFFOLK,Curve and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,13:45,02/07/2014,Friday,N,Daylight,HEMPSTEAD,REAR END,NASSAU,Straight and Level,Cloudy,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,20:30,06/15/2014,Sunday,Y,Dusk,KINGS,OVERTAKING,KINGS,Straight and Level,Clear,Unknown,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,13:00,02/09/2014,Sunday,N,Unknown,PENDLETON,Unknown,NIAGARA,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,11:15,03/13/2014,Thursday,Y,Daylight,ALBANY,OTHER,ALBANY,Straight and Grade,Cloudy,None,Slush,Not Applicable,"Fence, Collision With Fixed Object",1
 Accident,13:00,09/19/2014,Friday,Y,Daylight,HORSEHEADS,OTHER,CHEMUNG,Straight and Level,Cloudy,None,Dry,"Crossing, No Signal or Crosswalk","Bicyclist, Collision With",1
 Damage Accident,8:40,03/31/2014,Monday,N,Daylight,BRONX,Unknown,BRONX,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,13:35,04/05/2014,Saturday,Y,Daylight,KINGS,OTHER,KINGS,Straight and Level,Clear,None,Dry,"Crossing, No Signal or Crosswalk","Pedestrian, Collision With",1
 Damage Accident,23:10,07/06/2014,Sunday,Y,Dark-Road Unlighted,,OTHER,UNKNOWN,Straight and Level,Clear,None,Dry,Not Applicable,"Other Fixed Object*, Collision With Fixed Object",1
 Damage Accident,12:20,07/07/2014,Monday,N,Daylight,BRONX,OVERTAKING,BRONX,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:16,10/10/2014,Friday,Y,Dark-Road Lighted,PULASKI,OVERTAKING,OSWEGO,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,12:53,06/01/2014,Sunday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,Traffic Signal,Dry,Riding/Walking/Skating Along Highway With Traffic,"Bicyclist, Collision With",1
 Damage Accident,16:00,02/13/2014,Thursday,N,Unknown,QUEENS,OTHER,QUEENS,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Guide Rail - Not At End, Collision With Fixed Object",1
 Damage Accident,15:19,11/18/2014,Tuesday,Y,Daylight,HUNTINGTON,REAR END,SUFFOLK,Straight and Level,Cloudy,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,0:45,12/17/2014,Wednesday,Y,Dark-Road Lighted,SYRACUSE,REAR END,ONONDAGA,Straight and Level,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,15:40,01/07/2014,Tuesday,Y,Daylight,BABYLON,RIGHT ANGLE,SUFFOLK,Curve and Level,Clear,Stop Sign,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:30,10/03/2014,Friday,N,Unknown,NEW YORK,REAR END,NEW YORK,Unknown,Unknown,Unknown,Unknown,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,9:31,09/04/2014,Thursday,Y,Daylight,LONG BEACH,OTHER,NASSAU,Straight and Level,Clear,None,Dry,Not Applicable,"Light Support/Utility Pole, Collision With Fixed Object",1
 Damage Accident,18:52,11/10/2014,Monday,Y,Dark-Road Unlighted,POTSDAM,OTHER,ST. LAWRENCE,Straight and Level,Cloudy,None,Dry,Not Applicable,Deer,1
 Accident,16:09,07/17/2014,Thursday,Y,Daylight,NEW YORK,OTHER,NEW YORK,Straight and Level,Clear,None,Dry,Other Actions in Roadway,"Pedestrian, Collision With",1
 Damage Accident,18:00,11/26/2014,Wednesday,N,Dark-Road Lighted,GREECE,RIGHT TURN (6),MONROE,Straight and Grade,Rain,Traffic Signal,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,7:18,11/24/2014,Monday,Y,Daylight,COLONIE,REAR END,ALBANY,Curve and Grade,Rain,None,Wet,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,12:55,10/24/2014,Friday,Y,Daylight,KINGS,REAR END,KINGS,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,12:15,08/28/2014,Thursday,Y,Daylight,HUNTINGTON,REAR END,SUFFOLK,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage Accident,17:58,02/07/2014,Friday,Y,Daylight,VESTAL,REAR END,BROOME,Straight and Level,Clear,None,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Damage & Injury Accident,16:28,11/04/2014,Tuesday,Y,Daylight,BROOKHAVEN,REAR END,SUFFOLK,Straight and Level,Clear,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
 Accident,14:03,08/01/2014,Friday,Y,Daylight,GLENS FALLS,OTHER,WARREN,Straight and Level,Clear,None,Dry,Not Applicable,"Other*, Non-Collision",1
 Damage Accident,12:03,10/13/2014,Monday,Y,Daylight,WHITE PLAINS,REAR END,WESTCHESTER,Straight and Level,Cloudy,Traffic Signal,Dry,Not Applicable,"Other Motor Vehicle, Collision With",2
